C	DRR002014.1	543	100|100	0:54 543:3 0:9 |:| A:26 0:22 1236:5 0:2 A:11 
C	DRR002014.2	543	100|100	0:6 543:4 0:8 543:9 0:16 543:1 0:22 |:| A:25 0:2 543:1 0:12 91347:5 0:10 A:11 
C	DRR002014.3	543	100|100	543:5 0:11 543:5 0:7 543:1 0:21 543:4 0:12 |:| A:25 543:4 0:26 A:11 
C	DRR002014.4	543	100|100	543:5 0:15 543:1 0:1 543:1 0:9 543:3 0:11 543:2 0:18 |:| A:26 0:10 91347:1 0:10 543:6 A:13 
C	DRR002014.5	543	100|100	543:1 0:17 543:5 0:2 543:11 0:8 543:3 0:19 |:| A:26 0:12 543:1 0:4 543:6 0:2 543:2 A:13 
C	DRR002014.6	543	100|100	0:37 543:3 0:26 |:| A:26 0:7 543:2 0:18 A:13 
U	DRR002014.7	0	100|100	0:66 |:| A:26 0:29 A:11 
C	DRR002014.8	543	100|100	0:40 543:3 0:18 543:2 0:3 |:| A:25 0:30 A:11 
C	DRR002014.9	543	100|100	0:10 543:5 0:17 543:5 0:29 |:| A:26 543:1 0:13 543:2 0:1 543:5 0:7 A:11 
C	DRR002014.10	543	100|100	0:2 543:1 0:10 543:2 0:25 543:9 0:17 |:| A:25 0:30 A:11 
C	DRR002014.11	543	100|100	0:13 543:3 0:2 543:1 0:9 543:5 0:12 543:1 0:17 543:3 |:| A:26 0:10 543:2 0:17 A:11 
C	DRR002014.12	543	100|100	543:1 0:35 543:5 0:13 543:2 0:10 |:| A:25 0:16 543:1 0:5 543:8 A:11 
C	DRR002014.13	543	100|100	0:8 543:6 0:7 543:9 0:4 543:5 0:4 543:10 0:6 543:3 0:4 |:| 0:10 543:1 0:6 543:5 0:10 543:1 0:33
U	DRR002014.14	0	100|100	0:66 |:| A:25 0:31 A:10 
C	DRR002014.15	543	100|100	543:2 0:2 543:2 0:34 543:5 0:21 |:| A:25 0:1 543:1 0:4 543:4 0:5 543:5 0:11 A:10 
C	DRR002014.16	562	100|100	0:11 543:1 0:16 543:1 0:22 543:3 0:12 |:| A:25 0:1 562:5 0:5 562:5 0:15 A:10 
C	DRR002014.17	543	100|100	0:12 543:5 0:5 543:2 0:5 543:8 0:8 543:1 0:3 543:9 0:8 |:| 543:3 0:12 543:3 0:7 543:8 0:33
C	DRR002014.18	543	100|100	0:9 543:1 0:33 543:4 0:18 543:1 |:| 543:7 0:29 543:2 0:2 543:1 0:4 543:11 0:10
C	DRR002014.19	91347	100|100	0:3 91347:3 0:33 2:1 0:6 1224:1 0:2 2:6 0:3 1236:1 0:7 |:| A:25 0:8 91347:5 0:18 A:10 
C	DRR002014.20	543	100|100	0:7 543:5 0:1 543:1 0:7 543:2 0:26 543:5 0:11 543:1 |:| A:25 0:2 543:2 0:5 543:2 0:14 543:2 0:4 A:10 
C	DRR002014.21	543	100|100	0:14 543:1 0:10 543:5 0:4 543:10 0:7 543:1 0:14 |:| A:25 0:17 543:1 0:13 A:10 
C	DRR002014.22	543	100|100	0:28 543:4 0:23 543:3 0:5 543:1 0:2 |:| 0:19 543:7 0:14 543:5 0:5 543:5 0:11
C	DRR002014.23	562	100|100	562:1 0:21 562:6 0:18 562:5 0:11 562:4 |:| 0:17 562:10 0:1 562:4 0:22 562:1 0:9 562:2
C	DRR002014.24	543	100|100	543:2 0:1 543:2 0:7 543:4 0:1 543:5 0:3 543:1 0:4 543:7 0:29 |:| 0:1 543:5 0:48 543:9 0:3
U	DRR002014.25	0	100|100	0:66 |:| 0:66
C	DRR002014.26	562	100|100	0:8 543:4 0:16 562:5 0:4 562:10 0:19 |:| 0:5 562:3 0:10 562:1 0:47
C	DRR002014.27	562	100|100	0:7 562:6 0:2 91347:3 0:8 1236:5 543:2 0:13 543:5 0:8 543:1 0:6 |:| 0:13 543:5 0:3 543:2 0:22 543:5 0:5 562:4 0:3 91347:4
C	DRR002014.28	561	100|100	543:2 0:9 543:3 0:10 561:5 0:5 561:2 0:1 543:5 0:24 |:| 0:1 543:5 0:10 543:2 0:7 543:1 0:15 543:3 0:20 543:2
C	DRR002014.29	562	100|100	543:3 0:6 543:8 0:19 543:7 0:13 543:5 0:1 562:1 0:3 |:| 0:35 543:7 0:6 543:5 0:13
C	DRR002014.30	562	100|100	562:5 0:45 543:5 0:5 543:3 0:2 543:1 |:| 0:22 543:2 0:20 543:6 0:16
C	DRR002014.31	543	100|100	0:28 543:4 0:23 543:3 0:5 543:1 0:2 |:| 0:19 543:7 0:40
C	DRR002014.32	543	100|100	2:3 0:63 |:| 543:2 0:7 543:2 0:22 543:10 0:23
C	DRR002014.33	562	100|100	0:18 562:5 0:23 543:5 0:15 |:| 543:1 0:15 543:2 0:25 543:3 0:20
C	DRR002014.34	543	100|100	0:19 543:9 0:5 543:7 0:1 543:4 0:12 543:4 0:5 |:| 0:29 543:5 0:32
C	DRR002014.35	562	100|100	0:13 91347:5 0:4 91347:3 0:31 543:5 0:5 |:| 0:7 561:5 0:25 562:1 0:7 543:1 0:10 91347:4 0:6
C	DRR002014.36	561	100|100	543:2 0:2 543:5 0:12 543:3 0:6 543:6 0:7 543:2 0:17 543:3 0:1 |:| 543:1 0:5 561:2 0:58
C	DRR002014.37	543	100|100	0:7 543:5 0:12 91347:7 0:9 91347:5 0:11 543:3 0:7 |:| 543:6 0:5 543:1 0:20 543:1 0:2 543:5 0:2 543:1 0:5 543:3 0:8 543:2 0:5
C	DRR002014.38	562	100|100	562:3 0:3 562:3 0:12 562:8 0:3 543:14 0:19 543:1 |:| 91347:2 0:8 91347:1 0:5 91347:1 0:8 91347:5 0:3 91347:2 543:2 0:14 543:3 0:4 543:1 0:7
C	DRR002014.39	543	100|100	543:3 0:9 543:5 0:5 543:2 0:5 543:8 0:8 543:1 0:3 543:10 0:5 543:2 |:| 543:3 0:12 543:3 0:7 543:8 0:33
C	DRR002014.40	543	100|100	543:2 0:5 543:3 0:56 |:| 0:24 543:5 0:17 543:7 0:13
C	DRR002014.41	562	100|100	543:1 0:20 543:3 0:36 543:3 0:3 |:| 0:9 543:1 0:7 543:5 0:2 562:4 0:13 562:3 0:22
C	DRR002014.42	543	100|100	0:10 543:9 0:31 543:3 0:13 |:| 0:20 543:1 0:5 543:1 0:39
U	DRR002014.43	0	100|100	0:66 |:| 0:66
C	DRR002014.44	562	100|100	0:6 543:5 0:5 543:5 0:1 562:5 0:20 562:2 0:16 543:1 |:| 0:28 543:5 0:33
C	DRR002014.45	562	100|100	0:6 543:8 0:10 543:3 0:11 543:5 0:3 562:5 0:15 |:| 543:4 0:1 543:2 0:12 562:6 0:5 543:1 0:10 543:4 0:6 543:1 0:14
C	DRR002014.46	543	100|100	0:6 543:2 0:8 543:8 0:7 543:2 0:20 543:5 0:8 |:| 1236:2 0:5 1236:2 0:14 543:2 0:7 543:1 0:5 543:5 0:8 543:1 0:14
C	DRR002014.47	543	100|100	91347:3 0:21 91347:5 0:4 543:2 0:7 543:5 0:19 |:| 543:2 0:1 543:5 0:3 1236:5 0:22 543:2 0:15 543:4 0:5 543:2
C	DRR002014.48	562	100|100	0:3 562:5 0:20 562:2 0:10 543:2 0:24 |:| 0:5 543:7 0:6 543:5 0:16 543:1 0:26
C	DRR002014.49	543	100|100	0:6 543:2 0:5 543:1 0:2 543:5 0:1 543:5 0:6 543:7 0:8 543:7 0:11 |:| 0:5 543:5 0:18 543:4 0:1 543:1 0:32
C	DRR002014.50	543	100|100	0:4 543:1 0:15 543:5 0:12 91347:5 0:1 543:5 0:2 543:3 0:8 543:3 0:2 |:| 543:2 0:9 543:2 0:8 543:5 0:2 543:1 0:11 543:2 0:18 543:1 0:5
C	DRR002014.51	543	100|100	0:23 543:1 0:13 543:5 0:24 |:| 0:17 543:5 0:44
C	DRR002014.52	543	100|100	543:5 0:20 543:5 0:2 543:5 0:24 543:1 0:3 543:1 |:| 0:12 543:2 0:3 543:1 0:10 543:1 0:2 543:5 0:4 543:1 0:25
C	DRR002014.53	562	100|100	0:21 561:2 0:7 561:6 0:9 561:9 0:5 561:5 0:2 |:| 561:1 0:12 561:4 0:3 561:5 0:10 562:5 0:1 562:6 0:2 562:5 0:6 562:3 0:3
C	DRR002014.54	543	100|100	0:28 543:5 0:33 |:| 543:1 0:9 543:3 0:1 543:5 0:34 543:3 0:10
C	DRR002014.55	543	100|100	0:17 2:5 0:14 1224:7 0:19 543:3 0:1 |:| 543:1 0:39 543:5 0:14 543:5 0:2
C	DRR002014.56	543	100|100	0:6 543:1 0:8 543:5 0:5 543:5 0:8 543:3 0:14 543:1 0:10 |:| 0:6 543:5 0:13 543:4 0:9 543:2 0:27
C	DRR002014.57	543	100|100	0:12 543:5 0:7 543:1 0:3 543:8 0:5 543:2 0:23 |:| 0:35 91347:3 0:5 91347:3 0:6 543:7 0:5 543:2
C	DRR002014.58	562	100|100	0:2 543:8 0:5 562:5 0:14 562:5 0:7 543:5 0:1 543:5 0:3 543:2 0:4 |:| 0:8 562:3 0:14 543:1 0:16 543:3 0:4 543:10 0:2 543:5
C	DRR002014.59	561	100|100	0:24 543:3 0:15 543:5 0:2 543:2 0:15 |:| 561:3 0:3 543:4 0:3 561:2 0:6 543:5 0:21 543:1 0:14 543:2 0:2
C	DRR002014.60	543	100|100	543:1 0:12 543:10 0:43 |:| 0:18 543:5 0:10 543:2 0:1 543:5 0:8 543:3 0:12 543:2
C	DRR002014.61	562	100|100	0:1 543:4 0:19 543:1 0:7 543:7 0:2 543:6 0:15 543:4 |:| 0:11 562:1 0:30 543:1 0:6 543:2 0:1 543:1 0:10 543:1 0:2
C	DRR002014.62	543	100|100	543:1 0:9 543:5 0:19 543:2 0:4 543:2 0:24 |:| 0:29 543:5 0:7 543:2 0:5 543:6 0:1 543:4 0:7
C	DRR002014.63	543	100|100	0:25 543:1 1236:2 0:2 1236:1 0:3 1236:5 0:1 543:5 0:21 |:| 543:1 0:12 543:5 0:9 543:7 0:1 543:5 0:26
U	DRR002014.64	0	100|100	0:66 |:| 0:66
C	DRR002014.65	543	100|100	0:1 543:5 0:14 543:2 0:26 543:5 0:13 |:| 543:9 0:9 543:3 0:2 543:10 0:7 543:14 0:12
C	DRR002014.66	543	100|100	543:3 0:4 543:7 0:8 2:4 0:21 543:7 0:7 543:4 0:1 |:| 0:9 543:3 0:7 543:4 0:15 91347:3 0:11 91347:5 543:4 0:5
C	DRR002014.67	543	100|100	2:2 0:1 2:6 0:25 2:3 0:11 2:10 0:8 |:| 0:14 543:1 0:26 543:1 0:17 543:5 0:2
C	DRR002014.68	562	100|100	0:9 562:5 0:2 562:5 0:1 562:5 0:1 543:5 0:13 543:1 0:19 |:| 0:3 543:1 0:1 543:5 0:7 91347:5 543:7 0:2 543:7 0:1 543:2 0:12 543:1 0:1 543:1 0:10
C	DRR002014.69	543	100|100	543:3 0:4 543:5 0:1 543:6 0:36 543:6 0:5 |:| 0:42 543:1 0:18 543:1 0:4
C	DRR002014.70	562	100|100	543:3 0:23 543:6 0:6 562:1 0:27 |:| 0:4 543:2 0:11 543:2 0:1 543:6 0:40
C	DRR002014.71	543	100|100	0:14 543:3 0:5 543:5 0:11 543:5 0:23 |:| 0:4 543:8 0:1 543:2 0:22 543:2 0:3 543:13 0:11
C	DRR002014.72	543	100|100	0:3 543:1 0:12 543:3 0:4 543:5 0:2 543:6 0:30 |:| 0:66
C	DRR002014.73	543	100|100	543:3 0:11 543:3 0:1 543:5 0:11 543:12 0:10 543:7 0:3 |:| 0:3 543:5 0:58
C	DRR002014.74	543	100|100	543:7 0:18 543:2 0:6 543:2 0:14 543:11 0:6 |:| 543:10 0:5 543:2 0:1 543:3 0:4 543:5 0:9 543:1 0:11 543:1 0:14
C	DRR002014.75	543	100|100	543:1 0:43 543:6 0:16 |:| 0:8 543:6 0:5 543:1 0:6 543:2 0:10 543:3 0:11 543:1 0:7 543:3 0:3
C	DRR002014.76	543	100|100	0:28 543:2 0:10 543:9 0:2 543:5 0:10 |:| 0:3 543:1 0:5 543:1 0:10 543:1 0:5 543:3 0:8 543:2 0:21 543:1 0:5
C	DRR002014.77	543	100|100	0:16 543:1 0:24 543:1 0:2 543:4 0:6 543:2 0:7 543:3 |:| 543:2 0:6 543:2 0:1 543:4 0:42 543:3 0:6
C	DRR002014.78	562	100|100	0:15 543:5 0:14 543:2 0:6 543:6 0:9 543:7 0:2 |:| 0:18 562:1 0:20 543:7 0:9 543:3 0:8
C	DRR002014.79	543	100|100	0:3 543:2 0:4 543:5 0:21 543:1 0:4 543:2 0:19 543:1 0:4 |:| 0:15 543:1 0:8 543:2 0:5 543:5 0:7 543:5 0:18
C	DRR002014.80	562	100|100	561:2 0:12 543:1 562:1 561:5 0:5 543:4 0:11 543:5 0:2 562:5 0:13 |:| 543:3 0:6 543:1 0:22 543:1 0:8 543:3 0:11 543:5 0:3 543:1 0:2
C	DRR002014.81	562	100|100	0:8 543:1 0:10 543:3 0:5 562:4 0:35 |:| 0:29 543:1 0:1 543:4 0:6 543:2 0:10 543:2 0:11
C	DRR002014.82	543	100|100	0:4 543:2 0:25 543:2 0:10 543:4 0:9 543:7 0:3 |:| 0:6 91347:1 0:10 543:1 0:1 91347:4 0:7 543:2 91347:1 0:2 543:5 0:9 543:4 0:6 543:2 0:5
C	DRR002014.83	543	100|100	0:18 543:1 0:7 543:1 0:23 543:4 0:7 543:5 |:| 0:11 543:5 0:2 543:5 0:22 543:5 0:2 543:1 0:13
C	DRR002014.84	543	100|100	543:8 0:8 543:5 0:16 543:6 0:6 543:5 0:12 |:| 0:13 543:1 0:8 543:5 0:9 543:2 0:12 543:1 0:5 543:9 0:1
C	DRR002014.85	543	100|100	0:18 543:5 0:40 91347:1 543:2 |:| A:66 
C	DRR002014.86	561	100|100	543:3 0:26 543:2 0:6 543:5 0:7 543:1 0:9 543:3 0:4 |:| 562:5 0:30 208962:5 0:14 543:1 0:1 543:5 0:5
C	DRR002014.87	543	100|100	0:25 543:10 0:15 543:1 0:9 543:1 0:1 543:4 |:| 0:6 543:5 0:2 543:2 0:51
C	DRR002014.88	562	100|100	0:45 562:2 0:19 |:| 543:10 0:3 543:1 0:52
C	DRR002014.89	543	100|100	0:21 543:2 0:2 543:4 0:32 543:3 0:2 |:| 543:6 0:6 543:5 0:8 543:5 0:5 543:5 0:8 543:5 0:1 543:3 0:9
C	DRR002014.90	543	100|100	0:10 543:1 0:43 543:7 0:5 |:| 0:32 543:1 0:33
C	DRR002014.91	543	100|100	0:42 543:1 0:21 91347:1 0:1 |:| 543:2 0:1 543:2 0:7 543:5 0:49
C	DRR002014.92	543	100|100	0:1 543:7 0:3 543:1 0:13 543:3 0:15 543:1 0:22 |:| 0:25 543:3 0:3 543:2 0:10 543:2 0:21
C	DRR002014.93	562	100|100	0:10 1:4 0:31 1:7 562:1 0:13 |:| 0:13 562:1 0:5 562:2 0:1 562:6 0:38
U	DRR002014.94	0	100|100	0:66 |:| 0:66
C	DRR002014.95	562	100|100	0:2 543:1 0:2 543:4 0:53 543:1 0:3 |:| 543:3 0:20 543:5 0:7 562:1 0:1 562:5 0:13 562:3 0:8
C	DRR002014.96	543	100|100	0:20 543:10 0:1 543:4 0:16 543:5 0:1 543:5 0:4 |:| 0:3 91347:1 0:7 543:1 0:18 543:1 0:2 543:2 0:11 543:5 0:15
C	DRR002014.97	543	100|100	0:3 543:3 0:9 543:5 0:4 543:5 0:5 543:4 0:10 543:5 0:13 |:| 0:20 543:2 0:18 543:5 0:21
C	DRR002014.98	543	100|100	0:13 543:3 0:16 543:1 0:3 543:5 0:4 543:6 0:12 543:2 0:1 |:| 543:1 0:1 543:5 0:16 543:5 0:18 543:1 0:19
C	DRR002014.99	543	100|100	0:12 543:9 0:3 543:8 0:28 543:6 |:| 543:1 0:25 543:2 0:14 543:2 1236:5 91347:1 0:5 1236:5 91347:5 0:1
C	DRR002014.100	543	100|100	0:13 543:5 0:9 543:4 0:5 543:1 0:12 543:1 0:6 543:1 0:6 543:3 |:| 0:1 543:2 0:15 543:5 0:32 543:5 0:6
